interaction_id,lead_id,employee_id,interaction_date,interaction_type,customer_response,objection_category,follow_up_required,next_follow_up_date,interaction_outcome,remarks
38265,13785,4,2026-05-17,Call,No Response,No Objection,False,,Quotation Shared,Booking confirmed.
38266,13786,3,2025-07-19,Email,Very Interested,No Objection,True,2025-07-21,Converted,Customer is interested in proceeding.
38267,13786,10,2025-07-19,WhatsApp,Interested,No Objection,True,2025-07-21,Converted,Customer is interested in proceeding.
38268,13786,3,2025-07-27,WhatsApp,Interested,No Objection,True,2025-07-30,Converted,Customer is interested in proceeding.
38269,13786,3,2025-08-03,Email,Interested,No Objection,False,,Converted,Customer is interested in proceeding.
38270,13787,4,2024-10-16,Call,Need Time,Budget Issue,False,,Quotation Shared,Customer requested a lower-priced package.
38271,13788,2,2025-12-26,Call,Interested,No Objection,True,2025-12-29,Follow-up Scheduled,Booking confirmed.
38272,13788,3,2026-01-01,Call,Interested,No Objection,True,2026-01-07,Follow-up Scheduled,Booking confirmed.
38273,13788,8,2025-12-31,Call,Need More Information,Office Leave,False,,Quotation Shared,Waiting for office leave approval.
38274,13789,4,2024-12-31,Call,No Response,No Objection,True,2025-01-06,Follow-up Scheduled,Booking confirmed.
38275,13789,3,2025-01-06,Call,Interested,No Objection,False,,Quotation Shared,Customer appreciated the itinerary.
38276,13790,3,2026-06-18,Email,Need Time,Payment Issue,True,2026-06-21,Follow-up Scheduled,Requested EMI option.
38277,13790,7,2026-06-21,Call,No Response,No Objection,False,,Quotation Shared,Customer appreciated the itinerary.
38278,13791,4,2024-08-15,WhatsApp,No Response,No Objection,False,,Quotation Shared,Customer appreciated the itinerary.
38279,13792,6,2025-12-13,Call,Need Time,Health Issue,False,,Quotation Shared,Customer postponed due to health reasons.
38280,13793,1,2024-09-04,Call,No Response,No Objection,True,2024-09-11,Lost,Quotation shared successfully.
38281,13793,1,2024-09-06,WhatsApp,No Response,No Objection,True,2024-09-12,Lost,Customer is interested in proceeding.
38282,13793,4,2024-09-11,WhatsApp,No Response,No Objection,True,2024-09-14,Lost,Quotation shared successfully.
38283,13793,10,2024-09-12,Call,Not Interested,Budget Issue,False,,Lost,Waiting for salary before confirming.
38284,13794,10,2025-12-30,WhatsApp,Interested,No Objection,True,2026-01-02,Follow-up Scheduled,Customer appreciated the itinerary.
38285,13794,7,2026-01-03,WhatsApp,Interested,No Objection,True,2026-01-07,Follow-up Scheduled,Quotation shared successfully.
38286,13794,4,2026-01-04,Call,Need More Information,Budget Issue,True,2026-01-10,Follow-up Scheduled,Customer requested a lower-priced package.
38287,13794,5,2026-01-09,WhatsApp,Need Time,Travel Date Issue,False,,Quotation Shared,Travel dates do not match schedule.
38288,13795,5,2024-04-27,Call,Interested,No Objection,True,2024-05-03,Follow-up Scheduled,Quotation shared successfully.
38289,13795,8,2024-04-30,Call,Interested,No Objection,False,,Quotation Shared,Customer appreciated the itinerary.
38290,13796,7,2023-11-17,Call,No Response,No Objection,True,2023-11-22,Lost,Booking confirmed.
38291,13796,2,2023-11-19,Call,Not Interested,Competitor,True,2023-11-22,Lost,Customer is comparing another travel company.
38292,13796,9,2023-11-24,WhatsApp,Not Interested,Competitor,True,2023-12-01,Lost,Customer is comparing another travel company.
38293,13796,3,2023-11-30,Call,No Response,No Objection,True,2023-12-03,Lost,Customer appreciated the itinerary.
38294,13796,4,2023-11-28,Call,Not Interested,Travel Date Issue,False,,Lost,Travel dates do not match schedule.
38295,13797,9,2024-05-29,WhatsApp,Very Interested,No Objection,True,2024-05-31,Converted,Booking confirmed.
38296,13797,7,2024-06-02,Call,Very Interested,No Objection,True,2024-06-04,Converted,Booking confirmed.
38297,13797,8,2024-06-05,SMS,Very Interested,No Objection,True,2024-06-12,Converted,Customer appreciated the itinerary.
38298,13797,10,2024-06-12,Call,Very Interested,No Objection,True,2024-06-19,Converted,Quotation shared successfully.
38299,13797,3,2024-06-09,Call,Interested,No Objection,False,,Converted,Quotation shared successfully.
38300,13798,2,2024-05-16,Call,Interested,No Objection,True,2024-05-21,Converted,Quotation shared successfully.
38301,13798,1,2024-05-18,Call,Very Interested,No Objection,True,2024-05-21,Converted,Customer is interested in proceeding.
38302,13798,9,2024-05-20,WhatsApp,Interested,No Objection,True,2024-05-22,Converted,Customer is interested in proceeding.
38303,13798,3,2024-05-22,Email,Very Interested,No Objection,False,,Converted,Quotation shared successfully.
38304,13799,8,2025-02-24,Call,Need Time,Budget Issue,False,,Quotation Shared,Customer requested a lower-priced package.
38305,13800,11,2023-10-28,Call,Very Interested,No Objection,True,2023-10-30,Converted,Booking confirmed.
38306,13800,6,2023-10-29,Call,Interested,No Objection,False,,Converted,Quotation shared successfully.
38307,13801,3,2026-09-01,Call,Interested,No Objection,True,2026-09-04,Converted,Booking confirmed.
38308,13801,4,2026-09-05,Email,Interested,No Objection,True,2026-09-09,Converted,Quotation shared successfully.
38309,13801,12,2026-09-12,Call,Interested,No Objection,True,2026-09-19,Converted,Booking confirmed.
38310,13801,8,2026-09-17,WhatsApp,Very Interested,No Objection,True,2026-09-23,Converted,Quotation shared successfully.
38311,13801,12,2026-09-17,Call,Interested,No Objection,False,,Converted,Customer appreciated the itinerary.
38312,13803,5,2024-10-04,Call,Need More Information,Competitor,True,2024-10-06,Follow-up Scheduled,Customer is comparing another travel company.
38313,13803,8,2024-10-07,SMS,Need Time,Budget Issue,True,2024-10-13,Follow-up Scheduled,Waiting for salary before confirming.
38314,13803,8,2024-10-11,Call,Interested,No Objection,False,,Quotation Shared,Customer appreciated the itinerary.
38315,13804,7,2023-11-29,WhatsApp,Interested,No Objection,True,2023-12-02,Follow-up Scheduled,Customer is interested in proceeding.
38316,13804,10,2023-12-04,Call,Need Time,Budget Issue,False,,Quotation Shared,Customer requested a lower-priced package.
38317,13805,7,2026-07-31,Call,No Response,No Objection,True,2026-08-04,Lost,Quotation shared successfully.
38318,13805,11,2026-08-05,Call,Not Interested,Budget Issue,True,2026-08-07,Lost,Customer requested a lower-priced package.
38319,13805,11,2026-08-04,Call,No Response,No Objection,False,,Lost,Quotation shared successfully.
38320,13806,2,2026-07-20,Call,Very Interested,No Objection,True,2026-07-24,Converted,Booking confirmed.
38321,13806,2,2026-07-26,WhatsApp,Interested,No Objection,True,2026-08-02,Converted,Customer appreciated the itinerary.
38322,13806,4,2026-07-25,Call,Interested,No Objection,False,,Converted,Quotation shared successfully.
38323,13807,7,2026-03-21,WhatsApp,Need More Information,Travel Date Issue,True,2026-03-26,Follow-up Scheduled,Travel dates do not match schedule.
38324,13807,4,2026-03-27,Call,Interested,No Objection,True,2026-04-02,Follow-up Scheduled,Customer is interested in proceeding.
38325,13807,7,2026-03-29,Call,Need More Information,Budget Issue,False,,Quotation Shared,Budget exceeds customer's expectation.
38326,13809,12,2024-11-04,WhatsApp,Need Time,Budget Issue,True,2024-11-11,Follow-up Scheduled,Customer requested a lower-priced package.
38327,13809,4,2024-11-06,Email,No Response,No Objection,False,,Quotation Shared,Booking confirmed.
38328,13810,10,2024-08-09,Call,Interested,No Objection,True,2024-08-11,Converted,Booking confirmed.
38329,13810,8,2024-08-16,Call,Interested,No Objection,True,2024-08-23,Converted,Booking confirmed.
38330,13810,10,2024-08-15,Call,Interested,No Objection,True,2024-08-17,Converted,Customer appreciated the itinerary.
38331,13810,1,2024-08-18,Call,Very Interested,No Objection,False,,Converted,Customer is interested in proceeding.
38332,13811,2,2023-09-17,Call,Interested,No Objection,True,2023-09-23,Converted,Customer is interested in proceeding.
38333,13811,11,2023-09-19,Call,Interested,No Objection,False,,Converted,Customer is interested in proceeding.
38334,13812,3,2025-05-14,Email,Need More Information,Budget Issue,True,2025-05-17,Follow-up Scheduled,Waiting for salary before confirming.
38335,13812,6,2025-05-21,Call,Need More Information,Competitor,False,,Quotation Shared,Customer is comparing another travel company.
38336,13813,3,2026-07-29,WhatsApp,Interested,No Objection,True,2026-07-31,Follow-up Scheduled,Customer appreciated the itinerary.
38337,13813,10,2026-08-01,Call,Interested,No Objection,True,2026-08-05,Follow-up Scheduled,Quotation shared successfully.
38338,13813,8,2026-08-01,Email,Need Time,Budget Issue,True,2026-08-04,Follow-up Scheduled,Waiting for salary before confirming.
38339,13813,6,2026-08-12,Email,Need Time,Travel Date Issue,False,,Quotation Shared,Travel dates do not match schedule.
38340,13814,7,2024-11-16,Email,Very Interested,No Objection,True,2024-11-19,Converted,Customer appreciated the itinerary.
38341,13814,3,2024-11-18,Email,Interested,No Objection,False,,Converted,Booking confirmed.
38342,13816,7,2026-03-12,Call,No Response,No Objection,True,2026-03-18,Follow-up Scheduled,Customer appreciated the itinerary.
38343,13816,3,2026-03-14,Call,No Response,No Objection,False,,Quotation Shared,Booking confirmed.
38344,13817,12,2023-11-19,Call,Very Interested,No Objection,True,2023-11-22,Converted,Quotation shared successfully.
38345,13817,2,2023-11-20,Call,Interested,No Objection,True,2023-11-23,Converted,Customer is interested in proceeding.
38346,13817,12,2023-11-26,Call,Very Interested,No Objection,True,2023-11-30,Converted,Customer appreciated the itinerary.
38347,13817,1,2023-12-04,Call,Very Interested,No Objection,True,2023-12-09,Converted,Quotation shared successfully.
38348,13817,9,2023-12-09,Email,Very Interested,No Objection,False,,Converted,Booking confirmed.
38349,13818,2,2025-11-21,Call,No Response,No Objection,True,2025-11-25,Follow-up Scheduled,Quotation shared successfully.
38350,13818,2,2025-11-21,Call,Need Time,Family Decision,False,,Quotation Shared,Spouse approval pending.
38351,13819,2,2025-12-10,Call,Very Interested,No Objection,True,2025-12-16,Converted,Customer is interested in proceeding.
38352,13819,10,2025-12-17,WhatsApp,Very Interested,No Objection,True,2025-12-22,Converted,Booking confirmed.
38353,13819,7,2025-12-20,Call,Very Interested,No Objection,False,,Converted,Customer is interested in proceeding.
38354,13820,4,2025-07-03,Call,Need Time,Competitor,True,2025-07-09,Follow-up Scheduled,Customer is comparing another travel company.
38355,13820,4,2025-07-10,WhatsApp,Need Time,Competitor,False,,Quotation Shared,Waiting for competitor quotation.
38356,13821,5,2024-02-14,Call,Very Interested,No Objection,True,2024-02-20,Converted,Booking confirmed.
38357,13821,9,2024-02-17,SMS,Very Interested,No Objection,True,2024-02-20,Converted,Customer appreciated the itinerary.
38358,13821,6,2024-02-18,SMS,Very Interested,No Objection,True,2024-02-23,Converted,Quotation shared successfully.
38359,13821,10,2024-02-20,Email,Very Interested,No Objection,True,2024-02-22,Converted,Booking confirmed.
38360,13821,2,2024-03-03,Call,Interested,No Objection,False,,Converted,Customer is interested in proceeding.
38361,13822,2,2023-11-18,Email,Interested,No Objection,False,,Quotation Shared,Customer is interested in proceeding.
38362,13823,3,2024-06-16,WhatsApp,Need Time,Need Customization,False,,Quotation Shared,Customer requested a customized itinerary.
38363,13824,6,2024-09-30,Email,Very Interested,No Objection,True,2024-10-04,Converted,Quotation shared successfully.
38364,13824,2,2024-10-02,Call,Very Interested,No Objection,True,2024-10-06,Converted,Customer is interested in proceeding.
38365,13824,6,2024-10-11,Call,Interested,No Objection,False,,Converted,Quotation shared successfully.
38366,13825,10,2023-10-26,SMS,No Response,No Objection,True,2023-11-02,Follow-up Scheduled,Customer is interested in proceeding.
38367,13825,1,2023-10-30,Call,Need Time,Travel Date Issue,False,,Quotation Shared,Requested a different departure date.
38368,13827,9,2026-06-07,Email,No Response,No Objection,True,2026-06-09,Lost,Customer is interested in proceeding.
38369,13827,12,2026-06-10,Call,Not Interested,Payment Issue,True,2026-06-16,Lost,Requested EMI option.
38370,13827,6,2026-06-10,WhatsApp,No Response,No Objection,True,2026-06-12,Lost,Customer appreciated the itinerary.
38371,13827,10,2026-06-17,WhatsApp,Not Interested,Office Leave,True,2026-06-21,Lost,Waiting for office leave approval.
38372,13827,8,2026-06-15,Call,Not Interested,Competitor,False,,Lost,Waiting for competitor quotation.
38373,13828,6,2026-03-27,Call,Need More Information,Office Leave,True,2026-03-31,Follow-up Scheduled,Waiting for office leave approval.
38374,13828,10,2026-04-01,Call,Need Time,Budget Issue,True,2026-04-04,Follow-up Scheduled,Waiting for salary before confirming.
38375,13828,4,2026-04-03,Call,Need Time,Travel Date Issue,True,2026-04-06,Follow-up Scheduled,Requested a different departure date.
38376,13828,4,2026-04-12,Call,Need Time,Need Customization,False,,Quotation Shared,Customer requested a customized itinerary.
38377,13829,4,2025-08-02,Email,Interested,No Objection,False,,Quotation Shared,Customer is interested in proceeding.
38378,13830,10,2024-10-16,Call,Interested,No Objection,True,2024-10-20,Converted,Booking confirmed.
38379,13830,6,2024-10-17,Email,Very Interested,No Objection,True,2024-10-19,Converted,Booking confirmed.
38380,13830,8,2024-10-19,WhatsApp,Interested,No Objection,False,,Converted,Customer appreciated the itinerary.
38381,13831,2,2024-01-29,WhatsApp,Very Interested,No Objection,True,2024-02-01,Converted,Booking confirmed.
38382,13831,1,2024-02-02,Email,Very Interested,No Objection,True,2024-02-07,Converted,Quotation shared successfully.
38383,13831,4,2024-02-01,WhatsApp,Very Interested,No Objection,True,2024-02-06,Converted,Customer appreciated the itinerary.
38384,13831,10,2024-02-11,Call,Interested,No Objection,False,,Converted,Customer appreciated the itinerary.
38385,13832,10,2024-10-30,WhatsApp,No Response,No Objection,True,2024-11-01,Lost,Customer appreciated the itinerary.
38386,13832,10,2024-11-03,Call,No Response,No Objection,True,2024-11-08,Lost,Customer is interested in proceeding.
38387,13832,12,2024-11-09,Call,Not Interested,Family Decision,True,2024-11-12,Lost,Spouse approval pending.
38388,13832,4,2024-11-09,Call,No Response,No Objection,True,2024-11-15,Lost,Customer is interested in proceeding.
38389,13832,9,2024-11-12,WhatsApp,Not Interested,Travel Date Issue,False,,Lost,Travel dates do not match schedule.
38390,13833,6,2025-11-07,Call,Interested,No Objection,True,2025-11-13,Converted,Customer appreciated the itinerary.
38391,13833,3,2025-11-08,Call,Very Interested,No Objection,True,2025-11-10,Converted,Quotation shared successfully.
38392,13833,8,2025-11-10,Call,Interested,No Objection,True,2025-11-14,Converted,Customer is interested in proceeding.
38393,13833,9,2025-11-13,WhatsApp,Very Interested,No Objection,False,,Converted,Booking confirmed.
38394,13834,1,2025-03-21,Call,Interested,No Objection,False,,Quotation Shared,Customer appreciated the itinerary.
38395,13835,2,2026-04-25,WhatsApp,No Response,No Objection,False,,Quotation Shared,Booking confirmed.
38396,13836,1,2024-06-30,WhatsApp,Very Interested,No Objection,True,2024-07-07,Converted,Customer is interested in proceeding.
38397,13836,7,2024-07-05,WhatsApp,Very Interested,No Objection,True,2024-07-07,Converted,Booking confirmed.
38398,13836,12,2024-07-09,WhatsApp,Interested,No Objection,True,2024-07-16,Converted,Booking confirmed.
38399,13836,4,2024-07-14,Call,Very Interested,No Objection,True,2024-07-17,Converted,Customer appreciated the itinerary.
38400,13836,3,2024-07-12,Call,Interested,No Objection,False,,Converted,Customer is interested in proceeding.
38401,13837,3,2023-09-11,Call,Very Interested,No Objection,True,2023-09-17,Converted,Booking confirmed.
38402,13837,4,2023-09-15,Email,Very Interested,No Objection,False,,Converted,Booking confirmed.
38403,13839,1,2024-03-26,Email,Very Interested,No Objection,True,2024-04-01,Converted,Booking confirmed.
38404,13839,11,2024-03-28,Call,Very Interested,No Objection,True,2024-03-31,Converted,Booking confirmed.
38405,13839,12,2024-04-04,Call,Interested,No Objection,True,2024-04-10,Converted,Booking confirmed.
38406,13839,9,2024-04-02,Call,Interested,No Objection,False,,Converted,Quotation shared successfully.
38407,13840,5,2024-06-18,Call,Interested,No Objection,False,,Quotation Shared,Customer appreciated the itinerary.
38408,13841,5,2025-09-26,Call,Interested,No Objection,True,2025-10-02,Follow-up Scheduled,Booking confirmed.
38409,13841,12,2025-09-30,Call,Interested,No Objection,True,2025-10-04,Follow-up Scheduled,Customer is interested in proceeding.
38410,13841,7,2025-10-01,Call,Need More Information,Family Decision,False,,Quotation Shared,Spouse approval pending.
38411,13842,1,2025-06-28,Call,Very Interested,No Objection,True,2025-07-02,Converted,Customer appreciated the itinerary.
38412,13842,9,2025-07-02,WhatsApp,Interested,No Objection,True,2025-07-08,Converted,Customer is interested in proceeding.
38413,13842,5,2025-07-03,Call,Very Interested,No Objection,True,2025-07-06,Converted,Quotation shared successfully.
38414,13842,7,2025-07-08,Email,Very Interested,No Objection,False,,Converted,Customer is interested in proceeding.
38415,13843,1,2025-05-05,WhatsApp,Not Interested,Budget Issue,True,2025-05-11,Lost,Waiting for salary before confirming.
38416,13843,4,2025-05-11,WhatsApp,No Response,No Objection,False,,Lost,Customer is interested in proceeding.
38417,13844,4,2024-03-28,WhatsApp,Need Time,Budget Issue,False,,Quotation Shared,Waiting for salary before confirming.
38418,13845,4,2023-09-18,Call,Interested,No Objection,False,,Quotation Shared,Customer appreciated the itinerary.
38419,13846,1,2024-08-11,WhatsApp,Very Interested,No Objection,True,2024-08-17,Converted,Quotation shared successfully.
38420,13846,1,2024-08-14,Call,Very Interested,No Objection,True,2024-08-19,Converted,Customer is interested in proceeding.
38421,13846,11,2024-08-21,Call,Very Interested,No Objection,False,,Converted,Booking confirmed.
38422,13848,3,2024-07-05,Call,Interested,No Objection,False,,Quotation Shared,Customer appreciated the itinerary.
38423,13849,8,2025-03-03,WhatsApp,Interested,No Objection,True,2025-03-07,Converted,Booking confirmed.
38424,13849,7,2025-03-08,Call,Interested,No Objection,True,2025-03-10,Converted,Customer appreciated the itinerary.
38425,13849,1,2025-03-09,Call,Interested,No Objection,True,2025-03-15,Converted,Customer is interested in proceeding.
38426,13849,5,2025-03-16,Email,Interested,No Objection,True,2025-03-23,Converted,Customer is interested in proceeding.
38427,13849,11,2025-03-22,Email,Very Interested,No Objection,False,,Converted,Customer appreciated the itinerary.
38428,13850,7,2024-05-17,WhatsApp,Interested,No Objection,True,2024-05-22,Follow-up Scheduled,Booking confirmed.
38429,13850,5,2024-05-22,Call,Need More Information,Travel Date Issue,True,2024-05-27,Follow-up Scheduled,Requested a different departure date.
38430,13850,8,2024-05-21,SMS,Need More Information,Family Decision,True,2024-05-25,Follow-up Scheduled,Waiting for family confirmation.
38431,13850,9,2024-05-28,Call,Need Time,Budget Issue,False,,Quotation Shared,Budget exceeds customer's expectation.
38432,13851,11,2026-01-15,WhatsApp,No Response,No Objection,True,2026-01-17,Lost,Booking confirmed.
38433,13851,11,2026-01-20,Call,No Response,No Objection,False,,Lost,Customer appreciated the itinerary.
38434,13852,2,2025-10-05,WhatsApp,Interested,No Objection,True,2025-10-10,Follow-up Scheduled,Quotation shared successfully.
38435,13852,1,2025-10-07,Call,Need Time,Office Leave,False,,Quotation Shared,Customer will confirm after leave approval.
38436,13853,5,2026-03-08,WhatsApp,Interested,No Objection,True,2026-03-12,Converted,Customer is interested in proceeding.
38437,13853,6,2026-03-09,Email,Interested,No Objection,True,2026-03-14,Converted,Quotation shared successfully.
38438,13853,7,2026-03-11,Call,Interested,No Objection,True,2026-03-17,Converted,Booking confirmed.
38439,13853,5,2026-03-19,Call,Interested,No Objection,True,2026-03-24,Converted,Customer appreciated the itinerary.
38440,13853,8,2026-03-23,WhatsApp,Interested,No Objection,False,,Converted,Quotation shared successfully.
38441,13854,2,2024-06-29,Call,Interested,No Objection,False,,Quotation Shared,Booking confirmed.
38442,13855,3,2024-11-24,Call,No Response,No Objection,True,2024-11-29,Lost,Quotation shared successfully.
38443,13855,3,2024-11-26,WhatsApp,Not Interested,Need Customization,True,2024-12-02,Lost,Customer requested a customized itinerary.
38444,13855,2,2024-12-03,SMS,Not Interested,Office Leave,True,2024-12-05,Lost,Customer will confirm after leave approval.
38445,13855,4,2024-12-02,Call,Not Interested,Travel Date Issue,False,,Lost,Requested a different departure date.
38446,13856,4,2026-07-07,Call,Interested,No Objection,True,2026-07-12,Converted,Customer appreciated the itinerary.
38447,13856,10,2026-07-08,Call,Interested,No Objection,True,2026-07-12,Converted,Customer appreciated the itinerary.
38448,13856,6,2026-07-10,Call,Interested,No Objection,True,2026-07-17,Converted,Customer appreciated the itinerary.
38449,13856,11,2026-07-18,Call,Very Interested,No Objection,False,,Converted,Booking confirmed.
38450,13857,6,2024-03-14,Call,Need More Information,Budget Issue,True,2024-03-16,Follow-up Scheduled,Customer requested a lower-priced package.
38451,13857,1,2024-03-19,WhatsApp,Need Time,Budget Issue,False,,Quotation Shared,Customer requested a lower-priced package.
38452,13858,5,2025-12-05,Call,Very Interested,No Objection,True,2025-12-10,Converted,Customer appreciated the itinerary.
38453,13858,1,2025-12-07,Call,Interested,No Objection,True,2025-12-13,Converted,Customer is interested in proceeding.
38454,13858,6,2025-12-14,Email,Very Interested,No Objection,False,,Converted,Booking confirmed.
38455,13859,12,2025-03-14,Call,Interested,No Objection,True,2025-03-20,Follow-up Scheduled,Quotation shared successfully.
38456,13859,1,2025-03-20,Call,Need Time,Travel Date Issue,False,,Quotation Shared,Office leave not approved yet.
38457,13860,7,2025-08-09,Call,Very Interested,No Objection,True,2025-08-11,Converted,Booking confirmed.
38458,13860,11,2025-08-10,Call,Very Interested,No Objection,True,2025-08-14,Converted,Customer appreciated the itinerary.
38459,13860,7,2025-08-19,WhatsApp,Interested,No Objection,True,2025-08-23,Converted,Booking confirmed.
38460,13860,4,2025-08-16,WhatsApp,Very Interested,No Objection,False,,Converted,Customer is interested in proceeding.
38461,13861,5,2024-04-25,Call,Interested,No Objection,True,2024-05-02,Converted,Customer is interested in proceeding.
38462,13861,7,2024-04-30,Email,Very Interested,No Objection,True,2024-05-05,Converted,Quotation shared successfully.
38463,13861,9,2024-05-05,WhatsApp,Very Interested,No Objection,False,,Converted,Quotation shared successfully.
38464,13862,4,2025-08-03,Call,Very Interested,No Objection,True,2025-08-05,Converted,Customer appreciated the itinerary.
38465,13862,7,2025-08-08,WhatsApp,Interested,No Objection,True,2025-08-15,Converted,Booking confirmed.
38466,13862,5,2025-08-10,Call,Interested,No Objection,True,2025-08-15,Converted,Booking confirmed.
38467,13862,8,2025-08-18,Email,Very Interested,No Objection,True,2025-08-21,Converted,Quotation shared successfully.
38468,13862,6,2025-08-14,Email,Interested,No Objection,False,,Converted,Quotation shared successfully.
38469,13863,9,2024-09-17,WhatsApp,No Response,No Objection,False,,Quotation Shared,Customer appreciated the itinerary.
38470,13865,11,2026-07-06,Call,Interested,No Objection,True,2026-07-10,Follow-up Scheduled,Booking confirmed.
38471,13865,11,2026-07-12,WhatsApp,Need Time,Payment Issue,False,,Quotation Shared,Requested EMI option.
38472,13866,8,2025-09-26,Email,Very Interested,No Objection,True,2025-10-03,Converted,Booking confirmed.
38473,13866,8,2025-09-28,Call,Interested,No Objection,True,2025-10-05,Converted,Quotation shared successfully.
38474,13866,10,2025-10-06,Call,Very Interested,No Objection,True,2025-10-10,Converted,Booking confirmed.
38475,13866,10,2025-10-09,Call,Interested,No Objection,True,2025-10-15,Converted,Booking confirmed.
38476,13866,3,2025-10-11,WhatsApp,Interested,No Objection,False,,Converted,Quotation shared successfully.
38477,13867,10,2025-04-30,Call,No Response,No Objection,False,,Quotation Shared,Customer is interested in proceeding.
38478,13868,7,2026-02-20,WhatsApp,Interested,No Objection,True,2026-02-22,Converted,Booking confirmed.
38479,13868,2,2026-02-23,Email,Interested,No Objection,True,2026-03-02,Converted,Booking confirmed.
38480,13868,11,2026-02-23,WhatsApp,Interested,No Objection,True,2026-03-02,Converted,Booking confirmed.
38481,13868,6,2026-03-06,SMS,Interested,No Objection,True,2026-03-08,Converted,Booking confirmed.
38482,13868,11,2026-02-26,Call,Very Interested,No Objection,False,,Converted,Booking confirmed.
38483,13871,5,2024-05-19,Call,Interested,No Objection,True,2024-05-24,Follow-up Scheduled,Booking confirmed.
38484,13871,4,2024-05-22,Call,Need Time,Need Customization,True,2024-05-24,Follow-up Scheduled,Asked to include extra sightseeing.
38485,13871,11,2024-05-22,Call,Need Time,Family Decision,True,2024-05-26,Follow-up Scheduled,Waiting for family confirmation.
38486,13871,9,2024-06-03,WhatsApp,Need More Information,Travel Date Issue,False,,Quotation Shared,Office leave not approved yet.
38487,13872,8,2025-10-26,Call,Not Interested,Budget Issue,True,2025-10-30,Lost,Waiting for salary before confirming.
38488,13872,9,2025-10-29,WhatsApp,Not Interested,Family Decision,False,,Lost,Spouse approval pending.
38489,13873,8,2026-09-03,Call,No Response,No Objection,True,2026-09-09,Lost,Booking confirmed.
38490,13873,2,2026-09-05,WhatsApp,No Response,No Objection,True,2026-09-12,Lost,Booking confirmed.
38491,13873,3,2026-09-12,WhatsApp,No Response,No Objection,True,2026-09-17,Lost,Customer appreciated the itinerary.
38492,13873,5,2026-09-11,Call,No Response,No Objection,True,2026-09-14,Lost,Customer is interested in proceeding.
38493,13873,7,2026-09-13,SMS,Not Interested,Travel Date Issue,True,2026-09-17,Lost,Office leave not approved yet.
38494,13873,4,2026-09-17,WhatsApp,No Response,No Objection,False,,Lost,Customer is interested in proceeding.
38495,13874,9,2023-10-25,Email,Interested,No Objection,True,2023-10-31,Follow-up Scheduled,Booking confirmed.
38496,13874,12,2023-10-27,Call,Interested,No Objection,True,2023-11-01,Follow-up Scheduled,Customer is interested in proceeding.
38497,13874,10,2023-11-01,Call,Need Time,Budget Issue,True,2023-11-06,Follow-up Scheduled,Customer requested a lower-priced package.
38498,13874,10,2023-11-10,Call,Need More Information,Travel Date Issue,False,,Quotation Shared,Travel dates do not match schedule.
38499,13875,10,2025-11-20,Call,Not Interested,Need Customization,True,2025-11-23,Lost,Asked to include extra sightseeing.
38500,13875,5,2025-11-22,Call,Not Interested,Competitor,True,2025-11-27,Lost,Customer is comparing another travel company.
38501,13875,10,2025-11-28,Call,No Response,No Objection,True,2025-12-01,Lost,Customer is interested in proceeding.
38502,13875,2,2025-12-05,Call,No Response,No Objection,False,,Lost,Customer appreciated the itinerary.
38503,13876,9,2026-05-12,Call,Need More Information,Competitor,True,2026-05-17,Follow-up Scheduled,Customer is comparing another travel company.
38504,13876,7,2026-05-15,Email,Interested,No Objection,False,,Quotation Shared,Quotation shared successfully.
38505,13877,8,2024-05-19,Call,Not Interested,Office Leave,True,2024-05-23,Lost,Waiting for office leave approval.
38506,13877,11,2024-05-22,SMS,No Response,No Objection,False,,Lost,Quotation shared successfully.
38507,13878,10,2025-09-02,WhatsApp,Very Interested,No Objection,True,2025-09-04,Converted,Booking confirmed.
38508,13878,9,2025-09-07,Email,Very Interested,No Objection,True,2025-09-11,Converted,Customer appreciated the itinerary.
38509,13878,10,2025-09-06,WhatsApp,Very Interested,No Objection,True,2025-09-10,Converted,Customer appreciated the itinerary.
38510,13878,11,2025-09-11,Email,Interested,No Objection,False,,Converted,Customer is interested in proceeding.
38511,13879,2,2025-02-02,WhatsApp,Need More Information,Travel Date Issue,True,2025-02-04,Follow-up Scheduled,Travel dates do not match schedule.
38512,13879,8,2025-02-05,Email,Need More Information,Office Leave,True,2025-02-10,Follow-up Scheduled,Customer will confirm after leave approval.
38513,13879,10,2025-02-06,Email,Need More Information,Need Customization,True,2025-02-10,Follow-up Scheduled,Customer requested a customized itinerary.
38514,13879,7,2025-02-10,Call,Need More Information,Payment Issue,False,,Quotation Shared,Payment method discussion pending.
38515,13880,4,2024-09-01,Call,Interested,No Objection,True,2024-09-07,Converted,Customer is interested in proceeding.
38516,13880,8,2024-09-08,Call,Very Interested,No Objection,False,,Converted,Customer appreciated the itinerary.
38517,13881,3,2026-08-30,Call,Very Interested,No Objection,True,2026-09-06,Converted,Customer appreciated the itinerary.
38518,13881,2,2026-09-01,WhatsApp,Very Interested,No Objection,True,2026-09-08,Converted,Quotation shared successfully.
38519,13881,4,2026-09-07,Call,Very Interested,No Objection,True,2026-09-12,Converted,Booking confirmed.
38520,13881,12,2026-09-03,WhatsApp,Very Interested,No Objection,False,,Converted,Booking confirmed.
38521,13882,5,2024-08-05,Call,No Response,No Objection,False,,Quotation Shared,Booking confirmed.
