customer_campaign_id,customer_id,campaign_id,acquisition_date,first_touch,conversion_date
8639,8639,25,2025-08-07,Organic Search,2025-08-23
8640,8640,8,2024-01-07,Paid Ads,2024-01-09
8641,8641,4,2024-01-18,Paid Ads,2024-01-21
8642,8642,14,2026-04-12,Organic Search,2026-04-23
8643,8643,25,2025-08-10,Organic Search,2025-09-07
8644,8644,23,2024-06-14,Paid Ads,2024-06-30
8645,8645,27,2025-06-27,Organic Search,2025-07-25
8646,8646,6,2023-10-24,Organic Search,2023-10-30
8647,8647,20,2025-11-20,Direct,2025-12-19
8648,8648,5,2024-02-07,Organic Search,2024-02-19
8649,8649,7,2023-12-30,Paid Ads,2024-01-27
8650,8650,15,2024-09-24,Organic Search,2024-09-28
8651,8651,28,2024-10-09,Organic Search,2024-10-14
8652,8652,20,2025-11-19,Organic Search,2025-12-03
8653,8653,30,2026-05-21,Direct,2026-06-14
8654,8654,20,2025-11-11,Paid Ads,2025-11-17
8655,8655,2,2025-10-05,Email,2025-10-28
8656,8656,19,2025-10-01,Organic Search,2025-10-19
8657,8657,14,2026-04-17,Paid Ads,2026-05-01
8658,8658,20,2025-11-23,Direct,2025-12-14
8659,8659,4,2024-01-28,Organic Search,2024-02-18
8660,8660,11,2026-01-07,Paid Ads,2026-01-12
8661,8661,15,2024-09-17,Organic Search,2024-10-11
8662,8662,28,2024-11-06,Paid Ads,2024-11-15
8663,8663,25,2025-08-17,Email,2025-08-28
8664,8664,9,2025-05-26,Paid Ads,2025-06-14
8665,8665,2,2025-09-28,Paid Ads,2025-10-07
8666,8666,13,2026-01-29,Email,2026-02-11
8667,8667,24,2025-06-02,Paid Ads,2025-06-03
8668,8668,25,2025-08-14,Paid Ads,2025-09-12
8669,8669,20,2025-11-15,Paid Ads,2025-11-17
8670,8670,10,2024-05-12,Organic Search,2024-05-30
8671,8671,23,2024-06-07,Email,2024-06-18
8672,8672,3,2025-09-27,Paid Ads,2025-10-09
8673,8673,28,2024-10-20,Direct,2024-11-01
8674,8674,10,2024-05-18,Paid Ads,2024-06-14
8675,8675,23,2024-06-07,Organic Search,2024-06-08
8676,8676,2,2025-10-12,Paid Ads,2025-10-14
8677,8677,15,2024-09-21,Paid Ads,2024-10-05
8678,8678,23,2024-06-05,Paid Ads,2024-06-05
8679,8679,4,2024-01-19,Paid Ads,2024-02-06
8680,8680,27,2025-06-13,Email,2025-07-01
8681,8681,12,2024-03-19,Organic Search,2024-03-20
8682,8682,16,2025-05-12,Organic Search,2025-06-08
8683,8683,18,2025-11-27,Direct,2025-12-25
8684,8684,4,2024-01-28,Organic Search,2024-02-10
8685,8685,28,2024-10-20,Paid Ads,2024-11-05
8686,8686,11,2025-12-26,Organic Search,2026-01-13
8687,8687,7,2023-12-15,Organic Search,2024-01-05
8688,8688,16,2025-05-24,Direct,2025-06-04
8689,8689,14,2026-05-06,Paid Ads,2026-05-17
8690,8690,20,2025-11-09,Paid Ads,2025-11-13
8691,8691,5,2024-01-30,Organic Search,2024-01-30
8692,8692,26,2025-09-15,Organic Search,2025-10-15
8693,8693,16,2025-04-26,Paid Ads,2025-05-21
8694,8694,1,2024-09-01,Direct,2024-09-27
8695,8695,14,2026-04-13,Email,2026-05-08
8696,8696,23,2024-06-06,Direct,2024-06-19
8697,8697,23,2024-06-28,Organic Search,2024-07-14
8698,8698,8,2024-01-13,Organic Search,2024-01-17
8699,8699,15,2024-09-20,Paid Ads,2024-10-16
8700,8700,10,2024-05-13,Paid Ads,2024-05-29
8701,8701,5,2024-01-27,Direct,2024-02-17
8702,8702,29,2024-09-23,Organic Search,2024-09-27
8703,8703,6,2023-10-06,Paid Ads,2023-10-10
8704,8704,1,2024-08-14,Organic Search,2024-08-21
8705,8705,29,2024-09-11,Organic Search,2024-09-21
8706,8706,12,2024-03-21,Direct,2024-03-24
8707,8707,27,2025-06-15,Direct,2025-07-14
8708,8708,27,2025-06-07,Email,2025-06-13
8709,8709,23,2024-06-22,Organic Search,2024-07-02
8710,8710,14,2026-04-16,Organic Search,2026-05-07
8711,8711,15,2024-09-16,Paid Ads,2024-09-16
8712,8712,11,2026-01-04,Organic Search,2026-01-26
8713,8713,30,2026-05-24,Organic Search,2026-06-21
8714,8714,1,2024-08-25,Email,2024-09-01
8715,8715,9,2025-05-14,Direct,2025-06-03
8716,8716,30,2026-05-23,Email,2026-05-29
8717,8717,23,2024-06-25,Paid Ads,2024-07-11
8718,8718,27,2025-06-22,Email,2025-07-13
8719,8719,10,2024-05-16,Organic Search,2024-05-24
8720,8720,20,2025-11-06,Organic Search,2025-12-01
8721,8721,6,2023-10-08,Organic Search,2023-10-08
8722,8722,20,2025-11-26,Paid Ads,2025-11-27
8723,8723,21,2026-04-26,Organic Search,2026-05-13
8724,8724,7,2023-12-18,Direct,2024-01-05
8725,8725,2,2025-10-11,Paid Ads,2025-10-26
8726,8726,20,2025-11-02,Paid Ads,2025-11-28
8727,8727,29,2024-09-14,Email,2024-09-21
8728,8728,3,2025-09-28,Paid Ads,2025-10-13
8729,8729,19,2025-10-10,Paid Ads,2025-10-21
8730,8730,28,2024-10-09,Email,2024-10-18
8731,8731,11,2026-01-29,Organic Search,2026-02-26
8732,8732,20,2025-11-04,Organic Search,2025-11-25
8733,8733,9,2025-05-27,Paid Ads,2025-06-03
8734,8734,13,2026-01-26,Paid Ads,2026-02-07
8735,8735,10,2024-05-11,Direct,2024-06-04
8736,8736,17,2026-06-15,Email,2026-07-06
8737,8737,20,2025-11-14,Paid Ads,2025-12-06
8738,8738,28,2024-10-10,Direct,2024-10-11
8739,8739,12,2024-03-22,Paid Ads,2024-03-24
8740,8740,9,2025-06-14,Organic Search,2025-06-17
8741,8741,25,2025-07-31,Organic Search,2025-08-26
8742,8742,19,2025-10-06,Email,2025-10-22
8743,8743,26,2025-09-17,Paid Ads,2025-09-24
8744,8744,24,2025-07-02,Paid Ads,2025-07-24
8745,8745,5,2024-01-24,Paid Ads,2024-02-08
8746,8746,1,2024-08-11,Paid Ads,2024-08-31
8747,8747,28,2024-10-22,Organic Search,2024-11-01
8748,8748,23,2024-06-04,Paid Ads,2024-06-17
8749,8749,12,2024-03-22,Organic Search,2024-03-25
8750,8750,17,2026-06-14,Paid Ads,2026-06-14
8751,8751,28,2024-10-18,Paid Ads,2024-11-04
8752,8752,20,2025-11-19,Paid Ads,2025-12-05
8753,8753,1,2024-09-04,Paid Ads,2024-09-09
8754,8754,1,2024-09-10,Direct,2024-09-28
8755,8755,20,2025-11-28,Paid Ads,2025-12-03
8756,8756,10,2024-05-14,Paid Ads,2024-06-11
8757,8757,26,2025-09-23,Paid Ads,2025-09-28
8758,8758,9,2025-06-18,Organic Search,2025-07-06
8759,8759,21,2026-05-04,Direct,2026-06-01
8760,8760,22,2026-08-12,Paid Ads,2026-08-26
8761,8761,19,2025-10-25,Email,2025-11-02
8762,8762,21,2026-04-27,Email,2026-05-20
8763,8763,29,2024-09-14,Paid Ads,2024-09-23
8764,8764,3,2025-10-01,Organic Search,2025-10-16
8765,8765,20,2025-11-22,Organic Search,2025-12-09
8766,8766,22,2026-08-15,Organic Search,2026-08-27
8767,8767,3,2025-09-19,Paid Ads,2025-09-20
8768,8768,2,2025-10-14,Organic Search,2025-10-20
8769,8769,3,2025-09-29,Organic Search,2025-10-26
8770,8770,5,2024-02-07,Paid Ads,2024-02-20
8771,8771,24,2025-06-13,Paid Ads,2025-06-29
8772,8772,3,2025-09-21,Paid Ads,2025-10-05
8773,8773,11,2026-01-06,Direct,2026-01-24
8774,8774,1,2024-08-08,Direct,2024-08-11
8775,8775,9,2025-06-13,Organic Search,2025-07-09
8776,8776,27,2025-06-22,Organic Search,2025-06-27
8777,8777,28,2024-11-04,Direct,2024-11-15
8778,8778,7,2024-01-16,Organic Search,2024-02-07
8779,8779,22,2026-08-18,Paid Ads,2026-08-27
8780,8780,17,2026-06-18,Direct,2026-07-05
8781,8781,17,2026-06-19,Direct,2026-07-16
8782,8782,24,2025-06-03,Email,2025-06-04
8783,8783,1,2024-09-07,Paid Ads,2024-09-26
8784,8784,29,2024-09-19,Organic Search,2024-10-14
8785,8785,29,2024-10-04,Organic Search,2024-10-18
8786,8786,29,2024-09-15,Organic Search,2024-09-26
8787,8787,2,2025-09-28,Paid Ads,2025-09-28
8788,8788,19,2025-10-20,Paid Ads,2025-11-07
8789,8789,28,2024-10-23,Paid Ads,2024-11-14
8790,8790,20,2025-11-16,Direct,2025-12-03
8791,8791,15,2024-09-12,Organic Search,2024-10-12
8792,8792,13,2026-01-28,Paid Ads,2026-02-16
8793,8793,19,2025-10-11,Email,2025-11-01
8794,8794,6,2023-10-20,Organic Search,2023-10-25
8795,8795,10,2024-05-10,Paid Ads,2024-06-06
8796,8796,21,2026-05-03,Direct,2026-05-13
8797,8797,13,2026-01-27,Paid Ads,2026-01-27
8798,8798,25,2025-08-03,Paid Ads,2025-08-13
8799,8799,23,2024-06-07,Organic Search,2024-06-15
8800,8800,14,2026-04-28,Organic Search,2026-05-13
8801,8801,12,2024-03-25,Paid Ads,2024-04-15
8802,8802,2,2025-10-05,Email,2025-10-30
8803,8803,3,2025-09-30,Organic Search,2025-10-05
8804,8804,8,2024-01-13,Email,2024-02-01
8805,8805,12,2024-04-07,Email,2024-04-07
8806,8806,12,2024-04-08,Direct,2024-05-05
8807,8807,27,2025-06-26,Direct,2025-07-09
8808,8808,22,2026-08-14,Paid Ads,2026-09-03
8809,8809,15,2024-09-15,Organic Search,2024-09-18
8810,8810,17,2026-06-18,Paid Ads,2026-07-12
8811,8811,12,2024-03-23,Paid Ads,2024-04-05
8812,8812,28,2024-10-14,Direct,2024-10-17
8813,8813,18,2025-12-01,Paid Ads,2025-12-23
8814,8814,5,2024-01-29,Email,2024-01-29
8815,8815,20,2025-11-06,Paid Ads,2025-11-28
8816,8816,19,2025-11-05,Organic Search,2025-12-02
8817,8817,2,2025-10-01,Organic Search,2025-10-30
8818,8818,5,2024-01-18,Paid Ads,2024-01-27
8819,8819,11,2026-01-26,Organic Search,2026-02-24
8820,8820,13,2026-01-23,Organic Search,2026-02-08
8821,8821,6,2023-09-27,Paid Ads,2023-10-03
8822,8822,30,2026-05-19,Paid Ads,2026-06-04
8823,8823,27,2025-06-10,Paid Ads,2025-06-21
8824,8824,18,2025-12-03,Organic Search,2025-12-14
8825,8825,12,2024-04-01,Email,2024-04-16
8826,8826,23,2024-06-07,Direct,2024-06-29
8827,8827,26,2025-09-16,Paid Ads,2025-10-07
8828,8828,12,2024-03-28,Paid Ads,2024-04-04
8829,8829,24,2025-05-31,Paid Ads,2025-06-09
8830,8830,26,2025-09-15,Organic Search,2025-10-04
8831,8831,21,2026-05-03,Direct,2026-05-05
8832,8832,18,2025-11-26,Paid Ads,2025-12-19
8833,8833,27,2025-06-02,Organic Search,2025-06-22
8834,8834,19,2025-10-23,Organic Search,2025-11-06
8835,8835,12,2024-03-23,Direct,2024-04-12
8836,8836,10,2024-05-18,Organic Search,2024-06-04
8837,8837,3,2025-09-20,Organic Search,2025-10-04
8838,8838,26,2025-09-21,Paid Ads,2025-10-10
8839,8839,24,2025-06-27,Direct,2025-07-15
8840,8840,1,2024-08-15,Paid Ads,2024-09-08
8841,8841,3,2025-10-02,Email,2025-10-04
8842,8842,26,2025-09-22,Direct,2025-10-01
8843,8843,22,2026-08-13,Email,2026-09-05
8844,8844,24,2025-06-23,Email,2025-07-04
8845,8845,10,2024-05-10,Paid Ads,2024-06-04
8846,8846,11,2026-02-02,Direct,2026-02-03
8847,8847,17,2026-06-18,Paid Ads,2026-07-06
8848,8848,7,2023-12-12,Paid Ads,2023-12-23
8849,8849,11,2026-01-01,Email,2026-01-21
8850,8850,4,2024-01-28,Paid Ads,2024-02-15
8851,8851,1,2024-08-13,Organic Search,2024-08-16
8852,8852,15,2024-09-25,Email,2024-10-25
8853,8853,6,2023-10-29,Direct,2023-11-14
8854,8854,3,2025-09-25,Email,2025-09-26
8855,8855,27,2025-06-28,Organic Search,2025-07-28
8856,8856,4,2024-01-17,Email,2024-01-20
8857,8857,15,2024-09-16,Organic Search,2024-10-11
8858,8858,10,2024-05-18,Organic Search,2024-05-31
8859,8859,10,2024-05-13,Email,2024-06-11
8860,8860,26,2025-09-16,Organic Search,2025-10-13
8861,8861,25,2025-08-11,Paid Ads,2025-09-02
8862,8862,24,2025-06-07,Organic Search,2025-06-19
8863,8863,24,2025-06-14,Direct,2025-07-10
8864,8864,11,2026-01-02,Organic Search,2026-01-21
8865,8865,13,2026-01-30,Organic Search,2026-02-23
8866,8866,23,2024-06-14,Paid Ads,2024-07-04
8867,8867,29,2024-09-09,Direct,2024-09-26
8868,8868,24,2025-06-18,Paid Ads,2025-06-27
8869,8869,23,2024-06-19,Organic Search,2024-07-09
8870,8870,29,2024-09-06,Paid Ads,2024-09-29
8871,8871,28,2024-10-16,Organic Search,2024-10-26
8872,8872,27,2025-06-08,Organic Search,2025-06-15
8873,8873,22,2026-08-07,Direct,2026-09-03
8874,8874,22,2026-08-04,Paid Ads,2026-08-16
8875,8875,8,2024-01-11,Paid Ads,2024-01-30
8876,8876,13,2026-01-22,Paid Ads,2026-02-12
8877,8877,3,2025-09-23,Organic Search,2025-10-01
8878,8878,5,2024-01-15,Paid Ads,2024-02-03
8879,8879,8,2024-01-12,Organic Search,2024-02-05
8880,8880,21,2026-05-08,Organic Search,2026-05-24
8881,8881,2,2025-10-08,Organic Search,2025-10-30
8882,8882,23,2024-06-30,Direct,2024-07-25
8883,8883,20,2025-11-29,Direct,2025-12-24
8884,8884,1,2024-08-25,Paid Ads,2024-09-20
8885,8885,16,2025-05-25,Organic Search,2025-06-20
8886,8886,24,2025-06-26,Paid Ads,2025-06-26
8887,8887,11,2026-01-02,Organic Search,2026-01-30
8888,8888,11,2026-01-28,Organic Search,2026-01-29
8889,8889,5,2024-01-21,Paid Ads,2024-02-07
8890,8890,20,2025-11-26,Paid Ads,2025-12-03
8891,8891,25,2025-08-17,Direct,2025-08-31
8892,8892,14,2026-04-09,Organic Search,2026-04-12
8893,8893,19,2025-11-05,Organic Search,2025-11-10
8894,8894,2,2025-10-06,Direct,2025-10-26
8895,8895,13,2026-01-25,Email,2026-02-24
8896,8896,18,2025-12-01,Organic Search,2025-12-29
8897,8897,11,2025-12-24,Organic Search,2026-01-18
8898,8898,15,2024-09-10,Email,2024-09-11
8899,8899,10,2024-05-17,Paid Ads,2024-05-19
8900,8900,18,2025-11-27,Email,2025-12-15
8901,8901,1,2024-08-14,Paid Ads,2024-09-06
8902,8902,9,2025-05-16,Organic Search,2025-06-06
8903,8903,15,2024-09-10,Paid Ads,2024-10-01
8904,8904,18,2025-12-03,Organic Search,2025-12-03
8905,8905,18,2025-11-29,Paid Ads,2025-12-25
8906,8906,14,2026-05-03,Paid Ads,2026-05-21
8907,8907,29,2024-09-18,Paid Ads,2024-09-21
8908,8908,27,2025-06-06,Direct,2025-06-27
8909,8909,23,2024-06-15,Paid Ads,2024-06-29
8910,8910,9,2025-05-27,Organic Search,2025-05-30
8911,8911,16,2025-05-04,Paid Ads,2025-05-14
8912,8912,26,2025-09-17,Paid Ads,2025-09-17
8913,8913,28,2024-11-07,Direct,2024-11-11
8914,8914,22,2026-08-04,Organic Search,2026-08-25
8915,8915,3,2025-10-01,Organic Search,2025-10-06
8916,8916,20,2025-11-26,Organic Search,2025-12-13
8917,8917,24,2025-06-26,Direct,2025-07-17
8918,8918,29,2024-09-15,Organic Search,2024-09-30
8919,8919,16,2025-05-14,Paid Ads,2025-05-14
8920,8920,27,2025-06-06,Paid Ads,2025-06-12
8921,8921,20,2025-11-25,Paid Ads,2025-12-18
8922,8922,26,2025-09-21,Paid Ads,2025-09-29
8923,8923,4,2024-01-21,Direct,2024-01-31
8924,8924,23,2024-06-06,Email,2024-07-01
8925,8925,2,2025-09-27,Organic Search,2025-10-27
8926,8926,13,2026-01-25,Paid Ads,2026-02-02
8927,8927,17,2026-06-19,Paid Ads,2026-07-09
8928,8928,13,2026-01-25,Direct,2026-02-11
8929,8929,18,2025-11-26,Paid Ads,2025-12-03
8930,8930,5,2024-02-05,Paid Ads,2024-02-13
8931,8931,16,2025-04-25,Organic Search,2025-05-07
8932,8932,23,2024-06-17,Paid Ads,2024-06-19
8933,8933,7,2023-12-21,Organic Search,2024-01-08
8934,8934,25,2025-07-29,Organic Search,2025-08-01
8935,8935,26,2025-09-17,Organic Search,2025-10-03
8936,8936,26,2025-09-20,Paid Ads,2025-10-06
8937,8937,27,2025-06-06,Organic Search,2025-06-23
8938,8938,24,2025-05-28,Direct,2025-06-10
8939,8939,13,2026-01-26,Paid Ads,2026-02-10
8940,8940,3,2025-09-24,Direct,2025-10-01
8941,8941,1,2024-08-18,Direct,2024-08-22
8942,8942,7,2024-01-04,Paid Ads,2024-01-26
8943,8943,15,2024-09-11,Organic Search,2024-10-05
8944,8944,21,2026-05-02,Email,2026-05-19
8945,8945,8,2024-01-08,Organic Search,2024-01-22
8946,8946,22,2026-08-08,Paid Ads,2026-08-16
8947,8947,12,2024-03-29,Email,2024-04-12
8948,8948,9,2025-06-01,Organic Search,2025-06-30
8949,8949,13,2026-01-28,Organic Search,2026-02-08
8950,8950,2,2025-10-03,Paid Ads,2025-10-31
8951,8951,24,2025-05-29,Paid Ads,2025-06-25
8952,8952,8,2024-01-10,Paid Ads,2024-01-19
8953,8953,18,2025-11-25,Direct,2025-12-02
8954,8954,21,2026-04-30,Paid Ads,2026-05-14
8955,8955,10,2024-05-10,Organic Search,2024-06-01
8956,8956,6,2023-10-12,Organic Search,2023-11-08
8957,8957,6,2023-10-12,Paid Ads,2023-10-17
8958,8958,27,2025-06-16,Email,2025-07-13
8959,8959,22,2026-08-03,Organic Search,2026-08-27
8960,8960,6,2023-10-05,Organic Search,2023-10-13
8961,8961,7,2024-01-03,Direct,2024-01-03
8962,8962,23,2024-06-26,Organic Search,2024-07-06
8963,8963,14,2026-05-04,Direct,2026-06-01
8964,8964,8,2024-01-14,Paid Ads,2024-01-23
8965,8965,21,2026-05-08,Email,2026-05-28
8966,8966,29,2024-09-12,Paid Ads,2024-09-21
8967,8967,12,2024-04-04,Direct,2024-04-12
8968,8968,12,2024-03-18,Paid Ads,2024-04-06
8969,8969,2,2025-10-15,Paid Ads,2025-11-09
8970,8970,13,2026-01-29,Organic Search,2026-02-24
8971,8971,2,2025-10-10,Direct,2025-10-16
8972,8972,27,2025-06-05,Paid Ads,2025-06-12
8973,8973,7,2023-12-17,Email,2024-01-04
8974,8974,11,2025-12-25,Organic Search,2025-12-30
8975,8975,2,2025-10-15,Paid Ads,2025-11-05
8976,8976,24,2025-06-06,Organic Search,2025-06-24
8977,8977,24,2025-06-15,Direct,2025-06-23
8978,8978,4,2024-01-18,Organic Search,2024-01-29
8979,8979,21,2026-05-05,Paid Ads,2026-05-27
8980,8980,2,2025-10-03,Paid Ads,2025-10-06
8981,8981,25,2025-08-13,Organic Search,2025-08-22
8982,8982,28,2024-11-07,Paid Ads,2024-11-08
8983,8983,26,2025-09-14,Organic Search,2025-10-02
8984,8984,14,2026-04-25,Organic Search,2026-05-01
8985,8985,11,2026-01-18,Paid Ads,2026-02-10
8986,8986,5,2024-01-14,Email,2024-01-14
8987,8987,27,2025-06-03,Organic Search,2025-06-14
8988,8988,3,2025-10-05,Paid Ads,2025-10-28
8989,8989,1,2024-09-04,Organic Search,2024-10-01
8990,8990,4,2024-01-20,Paid Ads,2024-02-18
8991,8991,11,2026-01-18,Paid Ads,2026-02-03
8992,8992,2,2025-10-05,Paid Ads,2025-10-23
8993,8993,20,2025-11-04,Direct,2025-11-08
8994,8994,9,2025-05-22,Paid Ads,2025-06-09
8995,8995,6,2023-09-29,Email,2023-10-01
8996,8996,12,2024-04-14,Paid Ads,2024-04-25
8997,8997,21,2026-05-01,Paid Ads,2026-05-27
8998,8998,29,2024-09-27,Organic Search,2024-10-09
8999,8999,15,2024-09-25,Paid Ads,2024-10-25
9000,9000,28,2024-10-19,Direct,2024-10-23
9001,9001,29,2024-09-25,Direct,2024-10-11
9002,9002,7,2024-01-17,Organic Search,2024-01-26
9003,9003,3,2025-10-03,Paid Ads,2025-10-22
9004,9004,25,2025-08-13,Paid Ads,2025-09-06
9005,9005,30,2026-05-16,Paid Ads,2026-06-15
9006,9006,5,2024-02-12,Paid Ads,2024-03-06
9007,9007,24,2025-06-03,Paid Ads,2025-06-22
9008,9008,28,2024-11-14,Organic Search,2024-12-07
9009,9009,3,2025-09-29,Paid Ads,2025-10-11
9010,9010,15,2024-09-19,Paid Ads,2024-09-23
9011,9011,1,2024-08-14,Paid Ads,2024-08-27
9012,9012,11,2025-12-21,Direct,2026-01-12
9013,9013,17,2026-06-15,Direct,2026-07-04
9014,9014,7,2023-12-27,Paid Ads,2024-01-18
9015,9015,11,2026-01-14,Paid Ads,2026-02-13
9016,9016,29,2024-09-15,Organic Search,2024-10-02
9017,9017,19,2025-10-16,Organic Search,2025-11-15
9018,9018,6,2023-10-26,Paid Ads,2023-11-12
9019,9019,20,2025-11-10,Organic Search,2025-11-11
9020,9020,12,2024-03-30,Organic Search,2024-04-29
9021,9021,12,2024-04-09,Paid Ads,2024-05-06
9022,9022,18,2025-11-30,Organic Search,2025-12-10
9023,9023,22,2026-08-06,Organic Search,2026-08-16
9024,9024,16,2025-05-26,Organic Search,2025-05-26
9025,9025,25,2025-08-07,Paid Ads,2025-08-22
9026,9026,3,2025-09-27,Paid Ads,2025-10-19
9027,9027,6,2023-10-19,Organic Search,2023-11-06
9028,9028,18,2025-12-05,Organic Search,2025-12-16
9029,9029,14,2026-04-16,Paid Ads,2026-05-03
9030,9030,11,2026-02-03,Direct,2026-02-15
9031,9031,3,2025-10-03,Paid Ads,2025-10-31
9032,9032,14,2026-05-10,Direct,2026-05-24
9033,9033,30,2026-05-22,Direct,2026-06-04
9034,9034,27,2025-06-30,Paid Ads,2025-07-30
9035,9035,25,2025-07-30,Organic Search,2025-08-23
9036,9036,10,2024-05-11,Paid Ads,2024-05-29
9037,9037,14,2026-05-04,Direct,2026-05-27
9038,9038,14,2026-04-13,Paid Ads,2026-04-26
9039,9039,20,2025-11-18,Organic Search,2025-12-12
9040,9040,13,2026-01-25,Email,2026-02-19
9041,9041,23,2024-06-28,Email,2024-07-08
9042,9042,2,2025-10-02,Direct,2025-10-11
9043,9043,8,2024-01-07,Paid Ads,2024-02-02
9044,9044,10,2024-05-17,Paid Ads,2024-05-17
9045,9045,8,2024-01-09,Direct,2024-01-17
9046,9046,7,2024-01-15,Organic Search,2024-02-08
9047,9047,19,2025-11-01,Organic Search,2025-11-13
9048,9048,7,2024-01-08,Organic Search,2024-01-10
9049,9049,4,2024-01-21,Paid Ads,2024-01-21
9050,9050,29,2024-09-26,Paid Ads,2024-10-03
9051,9051,6,2023-10-18,Paid Ads,2023-10-22
9052,9052,5,2024-01-27,Organic Search,2024-02-04
9053,9053,25,2025-07-29,Paid Ads,2025-08-09
9054,9054,28,2024-11-09,Organic Search,2024-11-13
9055,9055,23,2024-06-25,Organic Search,2024-07-18
9056,9056,5,2024-01-15,Organic Search,2024-01-27
9057,9057,14,2026-05-10,Paid Ads,2026-05-12
9058,9058,14,2026-05-04,Direct,2026-05-04
9059,9059,21,2026-04-28,Organic Search,2026-05-24
9060,9060,6,2023-10-16,Email,2023-10-22
9061,9061,13,2026-02-01,Direct,2026-02-28
9062,9062,30,2026-05-23,Paid Ads,2026-05-26
9063,9063,16,2025-04-26,Organic Search,2025-05-03
9064,9064,19,2025-10-02,Direct,2025-10-03
9065,9065,6,2023-10-09,Email,2023-10-21
9066,9066,11,2026-01-05,Direct,2026-01-17
9067,9067,28,2024-11-02,Direct,2024-11-26
9068,9068,21,2026-05-10,Email,2026-05-11
9069,9069,6,2023-10-23,Organic Search,2023-11-18
9070,9070,3,2025-09-18,Direct,2025-10-10
9071,9071,10,2024-05-13,Organic Search,2024-06-06
9072,9072,21,2026-05-09,Paid Ads,2026-05-30
9073,9073,19,2025-09-28,Organic Search,2025-10-07
9074,9074,29,2024-09-10,Paid Ads,2024-10-06
9075,9075,6,2023-09-28,Organic Search,2023-10-17
9076,9076,1,2024-08-11,Paid Ads,2024-08-11
9077,9077,14,2026-04-13,Direct,2026-04-28
9078,9078,25,2025-08-04,Direct,2025-08-11
9079,9079,13,2026-01-23,Direct,2026-02-01
9080,9080,15,2024-09-13,Paid Ads,2024-09-22
9081,9081,27,2025-06-27,Direct,2025-07-27
9082,9082,21,2026-05-08,Email,2026-05-22
9083,9083,15,2024-09-24,Email,2024-10-14
9084,9084,3,2025-10-04,Paid Ads,2025-10-25
9085,9085,18,2025-11-28,Paid Ads,2025-12-11
9086,9086,9,2025-05-20,Direct,2025-05-31
9087,9087,4,2024-01-20,Paid Ads,2024-02-17
9088,9088,6,2023-10-12,Organic Search,2023-11-02
9089,9089,28,2024-10-14,Direct,2024-10-27
9090,9090,23,2024-06-22,Paid Ads,2024-06-24
9091,9091,24,2025-06-06,Organic Search,2025-07-04
9092,9092,8,2024-01-12,Paid Ads,2024-01-15
9093,9093,6,2023-10-06,Paid Ads,2023-10-14
9094,9094,27,2025-06-17,Paid Ads,2025-07-06
9095,9095,13,2026-01-27,Organic Search,2026-02-07
9096,9096,4,2024-01-19,Organic Search,2024-01-30
9097,9097,1,2024-09-04,Organic Search,2024-09-15
9098,9098,11,2025-12-29,Paid Ads,2026-01-27
9099,9099,15,2024-09-12,Paid Ads,2024-09-24
9100,9100,21,2026-05-07,Email,2026-06-04
9101,9101,4,2024-01-24,Organic Search,2024-02-07
9102,9102,24,2025-06-20,Direct,2025-07-01
9103,9103,11,2026-01-18,Organic Search,2026-02-09
9104,9104,1,2024-09-08,Organic Search,2024-10-03
9105,9105,16,2025-05-24,Paid Ads,2025-05-25
9106,9106,3,2025-09-29,Paid Ads,2025-10-16
9107,9107,15,2024-09-15,Organic Search,2024-09-17
9108,9108,21,2026-05-10,Direct,2026-05-12
9109,9109,20,2025-11-17,Organic Search,2025-11-21
9110,9110,27,2025-06-07,Paid Ads,2025-06-19
9111,9111,10,2024-05-15,Paid Ads,2024-06-07
9112,9112,1,2024-08-21,Direct,2024-09-16
9113,9113,28,2024-10-15,Paid Ads,2024-10-27
9114,9114,8,2024-01-10,Organic Search,2024-01-26
9115,9115,13,2026-02-01,Paid Ads,2026-02-22
9116,9116,18,2025-11-30,Direct,2025-12-20
9117,9117,7,2023-12-11,Direct,2024-01-01
9118,9118,7,2023-12-29,Direct,2024-01-26
9119,9119,21,2026-05-05,Organic Search,2026-05-17
9120,9120,30,2026-05-24,Organic Search,2026-06-15
9121,9121,3,2025-09-28,Email,2025-10-02
9122,9122,18,2025-12-04,Paid Ads,2025-12-24
9123,9123,9,2025-06-21,Direct,2025-06-29
9124,9124,25,2025-08-05,Paid Ads,2025-08-14
9125,9125,19,2025-10-24,Direct,2025-11-08
9126,9126,17,2026-06-19,Paid Ads,2026-07-12
9127,9127,18,2025-11-30,Paid Ads,2025-12-10
9128,9128,21,2026-04-27,Organic Search,2026-05-12
9129,9129,23,2024-06-24,Organic Search,2024-07-13
9130,9130,22,2026-08-14,Paid Ads,2026-09-12
9131,9131,20,2025-11-27,Paid Ads,2025-12-16
9132,9132,10,2024-05-13,Direct,2024-05-24
9133,9133,24,2025-05-30,Direct,2025-06-12
9134,9134,4,2024-01-25,Organic Search,2024-02-02
9135,9135,5,2024-01-13,Paid Ads,2024-02-07
9136,9136,17,2026-06-17,Paid Ads,2026-06-29
9137,9137,19,2025-09-25,Paid Ads,2025-10-07
9138,9138,20,2025-11-16,Paid Ads,2025-12-13
9139,9139,26,2025-09-21,Organic Search,2025-10-19
9140,9140,18,2025-11-29,Organic Search,2025-12-21
9141,9141,22,2026-08-08,Organic Search,2026-09-04
